code,concept,definition,anchor,example,confusables,alternates,domain_name,category_name,mnemonic,learned
754,Write-behind cache,"Writes hit the cache and are acknowledged immediately, then flushed to the backing store asynchronously — fast, but a crash loses unflushed writes.","The bartender chalks your rounds on a slate instantly and settles with the register in one batch at closing. Lightning service — but if a spilled beer wipes the slate before settling, those rounds never happened.","cache.set(k, v); ack() # instant / queue.push((k, v)) / # flusher writes queue to DB every 5s",Write-through — through waits for the store before acking; behind acks first and gambles on the flush.,Postbox emptied nightly (mail loss feels rare; a wiped slate is visceral).,Data & persistence,Caching,SEVEN normal forms to tame your tables,0
755,TTL expiration,"Each entry carries a time-to-live; past it the entry counts as gone, bounding staleness without any invalidation logic.","Every cache entry parks at its own meter. When the meter hits zero the tow truck hauls the data away, however shiny the car — freshness by countdown, no judgment involved.",SET price:sku42 '9.99' EX 60 / -- worst case: 60s stale / no purge code needed when the price changes,LRU eviction — eviction reacts to capacity pressure; TTL removes by age even in a half-empty cache.,Milk expiry stamp (use-by dates say 'maybe fine'; parking meters are absolute).,Data & persistence,Caching,SEVEN normal forms to tame your tables,0
756,Cache invalidation hardness,Purging or updating every cached copy exactly when the source changes is notoriously error-prone — one of the two hard things in CS.,"You change your phone number, then must hunt down every place the old one lives: friends' phones, forms, the fridge magnet, grandma's book. Miss one and someone confidently dials the wrong number for years — a stale cache.","UPDATE products SET name='X2' WHERE id=42; / copies: Redis, CDN, materialized view, browser / purge all, in order, race-free -- or serve lies","TTL expiry — TTL is the blunt workaround that accepts bounded staleness; invalidation is the precise, hard, event-driven purge.",Recalling gossip from a village (gossip imagery belongs to distributed protocols).,Data & persistence,Caching,SEVEN normal forms to tame your tables,0
757,LRU and LFU eviction,"When full, the cache evicts by recency (LRU: least recently used) or by frequency (LFU: least frequently used) to make room.",A stuffed closet: LRU tosses whatever you wore longest ago; LFU counts wears and tosses the least-worn. The tux worn once last night survives LRU's purge but is first out under LFU.,@functools.lru_cache(maxsize=1000) / Redis: maxmemory-policy allkeys-lru / (or allkeys-lfu for frequency),TTL — TTL removes entries because they are old; eviction removes them because the cache is full.,Musical chairs for data (that's random eviction — wrong policy).,Data & persistence,Caching,SEVEN normal forms to tame your tables,0
758,Cache stampede protection,"When a hot key expires, many concurrent misses hammer the source at once; fix with per-key locks, TTL jitter, or serving stale while one refreshes.","The bakery's 'fresh until 9:00' sign flips and the whole queue charges the tiny kitchen at once. Smart baker: one runner fetches the new tray (lock) while everyone else gets yesterday's croissant (stale), and tomorrow's sign flips at 9:07 (jitter).","if cache.miss(k): / if lock.acquire(k): v = db.get(k); cache.set(k,v) / else: v = cache.get_stale(k) # or brief wait","Ordinary cache miss — a stampede is thousands of simultaneous misses on one hot key, not a single cold read.","Black Friday doors opening (crowd yes, but no expiry trigger in the image).",Data & persistence,Caching,SEVEN normal forms to tame your tables,0
759,Negative caching,"Cache the fact that a lookup found nothing, so repeated misses for the same absent key stop hitting the store; keep its TTL short.","The doorman keeps a pencil list of names NOT on the guest list. The same gatecrasher returns five times: five glances at the not-list, zero trips to the ledger inside. He erases it often — people do get invited eventually.","u = cache.get('user:999') / if u == 'NOT_FOUND': return 404 # no DB hit / cache.set('user:999','NOT_FOUND', ttl=30)","Regular caching — this stores absence, not values; too long a TTL makes newly created items look missing.",Bouncer's banned-photo wall (bans are permanent; negative entries must expire).,Data & persistence,Caching,SEVEN normal forms to tame your tables,0
760,Serialization,"Converting in-memory structures into a byte or text sequence for storage or transfer, and deserializing them back on the other side.","IKEA logic: the assembled chair (object graph, pointers as glued joints) can't ship. Flatten it into a labeled box of parts (bytes) with instructions; the buyer rebuilds an identical chair in a different living room (process).","data = json.dumps({'id': 7, 'tags': ['a']}) / send over network / write to disk / obj = json.loads(data) # other process or language","Serializable isolation level — unrelated despite the name: that is transaction ordering, not encoding objects to bytes.",Freeze-drying astronaut food (rehydration loses the pointer-flattening nuance).,Data & persistence,Serialization & data formats,SEVEN normal forms to tame your tables,0
761,JSON,"Ubiquitous text format of objects, arrays, strings, numbers, booleans, null — human-readable and schema-free; no comments, dates, or safe ints past 2^53.","Jason, the friendly courier every country understands: travels light, speaks plainly, checks no ID (schema). But he can't pronounce dates — he hands them over scribbled as strings — and drops any coin bigger than 2^53.","{""id"": 7, ""tags"": [""a"", ""b""], / ""ts"": ""2026-07-10T12:00:00Z""} / -- the date is just a string by convention","JavaScript object literal — JSON is stricter: double-quoted keys, no comments, no trailing commas, no functions.",Argonauts' cargo manifest (myth pun too oblique for fast recall).,Data & persistence,Serialization & data formats,SEVEN normal forms to tame your tables,0
762,YAML,"Indentation-structured, human-first format beloved for config; comments and anchors, but whitespace is syntax and unquoted scalars get coerced.","A poem whose meaning hangs on indentation — nudge one space and a stanza changes parents. In the last line the country code NO freezes into boolean false: Norway, voted out of existence by YAML 1.1.",server: / port: 8080 / country: NO # YAML 1.1 reads false; quote 'NO',"JSON — YAML adds comments, anchors, multi-line strings; but JSON never turns NO into false or breaks on a stray space.","Jenga tower of spaces (instability yes, coercion traps lost).",Data & persistence,Serialization & data formats,SEVEN normal forms to tame your tables,0
763,XML,"Tag-based markup with attributes, namespaces and XSD validation — verbose, strict about well-formedness, still core to enterprise and documents.","Data in full Victorian dress: every value is announced on arrival AND departure — <name>Ada</name> — chaperoned by namespaces and corseted by a schema. Ceremonious and heavy, but nobody sneaks in unvalidated.","<order id=""7""> / <item sku=""A1"" qty=""2""/> / </order> validated against an XSD",HTML — HTML is forgiving display markup for browsers; XML is strict data markup that dies on one unclosed tag.,Bureaucratic forms in triplicate (forms imagery reserved for constraints).,Data & persistence,Serialization & data formats,SEVEN normal forms to tame your tables,0
764,Protocol Buffers,"Binary format with a compiled .proto schema; fields travel as numbers, not names — tiny, fast, typed, with codegen per language.","A military telegram in dense number code: 'field 1: 7, field 3: Ada' — no names on the wire, just numbered slots. Both ends drill from the same codebook (.proto); lose the codebook and the bytes are gibberish.",message User { / int64 id = 1; / string name = 2; } // wire: tag numbers + values,Avro — Avro ships or registers the schema with the data; protobuf assumes both sides already compiled the codebook.,"Morse code operators (Morse encodes characters, not typed numbered fields).",Data & persistence,Serialization & data formats,SEVEN normal forms to tame your tables,0
765,Avro,"Binary row format whose schema travels with the data (file header or registry ID), enabling clean schema resolution between versions.","A shipping container with the packing manifest riveted to its door: any dock, even one that has never seen this shipper, unloads it by reading the attached schema; old docks reconcile new manifests line by line (schema resolution).","Kafka + Schema Registry: / record bytes start with schema id 42 / reader fetches schema 42, resolves vs its own",Protobuf — protobuf's schema is compiled into both ends and absent from the wire; Avro's schema accompanies the data.,Passport stapled to luggage (passports identify people — weaker fit).,Data & persistence,Serialization & data formats,SEVEN normal forms to tame your tables,0
766,Parquet,"Columnar file format: each column's values stored contiguously with compression and statistics, so scans read only the columns they need.","A parquet floor laid in long strips — each board strip is one column running the whole room. Refinishing the 'price' strip never touches the other boards, and identical boards in a strip compress into one stamped plank.",df.write.parquet('s3://sales/') / SELECT AVG(amount) FROM sales / -- reads only 'amount' column chunks + stats,"Avro — Avro is row-oriented, ideal for streaming whole records; Parquet is columnar, ideal for scanning few columns of many rows.",Sliced loaf vs whole sandwiches (food again; the floor pun encodes the name).,Data & persistence,Serialization & data formats,SEVEN normal forms to tame your tables,0
767,Schema evolution compatibility,Changing a serialized schema while old and new programs interoperate: backward = new reader reads old data; forward = old reader reads new data.,"Cassette decks across generations: your new deck still plays grandma's old tapes (backward); her old deck plays your new mixtape by skipping tracks it doesn't recognize (forward). House rule: add tracks with defaults, never reuse a track number.","safe: add optional field with a default / unsafe: rename, retype, or reuse field id 3 / registry enforces BACKWARD / FORWARD / FULL",Database schema migration — that mutates live tables with DDL; evolution keeps readers and writers of encoded records compatible.,Chameleon changing skins (no reader/writer pairing in the image).,Data & persistence,Serialization & data formats,SEVEN normal forms to tame your tables,0
768,Endianness,"Byte order for multi-byte numbers: big-endian stores the most significant byte first, little-endian the least; mismatches scramble binary data.","Gulliver's Lilliputians wage war over which end of the egg to crack first. Your 4-byte integer sails between their shores: 0x01020304 lands as 04 03 02 01 on the little-endian beach — same egg, opposite crack.","0x01020304 -> bytes: / big-endian: 01 02 03 04 (network order) / little-endian: 04 03 02 01 (x86, most ARM)",Character encoding (UTF-8) — encoding maps characters to bytes; endianness orders the bytes within one numeric value.,Reading direction of scripts (invites confusion with text encodings).,Data & persistence,Serialization & data formats,SEVEN normal forms to tame your tables,0
769,Dates and floats pitfalls,"Serialize instants as ISO 8601 UTC (or epoch), never ambiguous local formats; never put money in binary floats — use integer cents or decimals.",Two grenades hide in every payload: a clock and a coin. The clock stamped 01/02/03 explodes into three different days on three continents; the coin dropped into float acid dissolves to 0.30000000000000004. Defuse with ISO 8601 UTC and integer cents.,"ts: '2026-07-10T09:30:00Z' # ISO 8601, UTC / price_cents: 999 # int, not 9.99 / 0.1 + 0.2 -> 0.30000000000000004",Storing local wall-clock time — right for future human events (meetings follow local rules); past instants belong in UTC.,"Y2K flashback (Y2K was digit width, not zone/precision ambiguity).",Data & persistence,Serialization & data formats,SEVEN normal forms to tame your tables,0
770,Database page,"The fixed-size block (commonly 8KB) that engines read, write, cache, and lock; rows live inside pages and all I/O moves whole pages.","This library never lends a sentence — you must check out the whole 8KB pamphlet even to read one line. Every cart, shelf, and reading desk (buffer pool) moves pamphlets, never loose sentences (rows).",Postgres default page: 8KB / reading one 40-byte row still does 8KB of I/O / pages are the buffer-pool and WAL-image unit too,OS memory page (4KB) — same idea one layer down; the engine's page is its own on-disk and buffer-pool unit.,Egg-crate shipping (the egg carton already anchors 1NF).,Data & persistence,Storage engine internals,SEVEN normal forms to tame your tables,0
771,B-tree engine,"Keeps rows in a balanced, very wide tree of sorted pages; point reads and updates edit pages in place — read-optimized, the mature default.","A banyan tree pruned absurdly wide and shallow: trunk to any of a billion leaves in three or four hops. Repairs are carved directly into the leaf where the fruit hangs (in-place update), keeping the whole tree forever sorted.","MySQL InnoDB, Postgres B-tree indexes / height ~3-4 levels for billions of keys / point read = one root-to-leaf descent",Binary search tree — one key per node and towering height; B-tree nodes pack hundreds of keys so the tree stays squat and disk-friendly.,Corporate org chart with wide spans (org charts aren't sorted structures).,Data & persistence,Storage engine internals,SEVEN normal forms to tame your tables,0
772,LSM-tree engine,"Buffers writes in a memtable, flushes sorted immutable files, merges them in background — random writes become sequential appends; write-optimized.",A chef's order spike: new tickets stab on instantly (memtable — fast writes). A full spike is frozen and filed as a sorted stack (SSTable flush); finding an old order means rummaging several stacks until the night porter merges them (compaction).,"RocksDB, Cassandra, LevelDB / write: append WAL + memtable insert (fast) / read: memtable, then newest-to-oldest SSTables","B-tree engine — B-trees update pages in place, favoring reads; LSM appends and merges, favoring write throughput at read cost.","Sedimentary rock layers (nice layers, but the in-memory buffer stage is missing).",Data & persistence,Storage engine internals,SEVEN normal forms to tame your tables,0
773,Write-ahead log,Every change is appended and fsynced to a sequential log before data pages are touched; replaying the log after a crash restores committed work.,"The captain's iron rule: write the maneuver in the logbook before touching the sails. When the storm (crash) hits mid-turn, the surviving mate replays the logbook line by line and the ship ends exactly where the entries promised.","COMMIT = WAL record fsynced (sequential, fast) / data pages updated lazily later / crash -> replay WAL from last checkpoint","Audit trail — the WAL is physical, engine-internal, recycled after checkpoints; an audit trail is business-level and kept for humans.",Dear-diary-before-the-heist trope (the nautical replay is crisper).,Data & persistence,Storage engine internals,SEVEN normal forms to tame your tables,0
774,SSTables,"Immutable files of sorted key-value pairs flushed from the memtable; served via sparse indexes and bloom filters, never edited — only superseded.","Each flush freezes a mini-dictionary in perfect alphabetical order. Nobody writes in a frozen book — corrections appear in a newer volume that shadows the old entry, and a doorman (bloom filter) swears which volumes definitely lack your word.","flush memtable -> users-000123.sst (sorted, frozen) / bloom filter: 'definitely absent' for cheap / sparse index -> one seek into the file","Memtable — the mutable in-RAM stage; SSTables are its frozen, sorted, on-disk descendants.","Amber-fossilized data (amber preserves one insect, not sorted runs).",Data & persistence,Storage engine internals,SEVEN normal forms to tame your tables,0
775,Compaction,"Background merge of overlapping SSTables into fewer files, keeping newest versions and dropping tombstoned deletes — pays I/O now for faster reads later.","A Zamboni for the dictionary stacks: between periods it glides over ten scratched-up frozen volumes, merges them into one smooth sheet, and scrapes the dead entries (tombstones) off as ice shavings.","10 SSTables, key x appears 3 times -> / compact to 1 file: newest x kept, tombstones gone / fewer files = fewer seeks per read",VACUUM (Postgres) — vacuum reclaims dead MVCC row versions in mutable heaps; compaction merges immutable LSM files.,Spring-cleaning garage sale (selling isn't merging; the Zamboni encodes 'one smooth sheet').,Data & persistence,Storage engine internals,SEVEN normal forms to tame your tables,0
776,MVCC,"Keeps multiple versions of each row; every transaction reads a consistent snapshot, so readers never block writers and writers never block readers.","A museum that hands each visitor time-stamped photocopies: you tour the collection exactly as it looked when you entered, while artists repaint originals in the same halls. Nobody waits; a janitor (VACUUM) later shreds copies no visitor can still see.",Postgres: UPDATE writes a new row version (xmin/xmax) / older snapshots still see the prior version / VACUUM reclaims versions no txn can see,Lock-based concurrency — locking makes readers and writers queue; MVCC gives readers snapshots so they never queue behind writers.,Git branch per reader (git is a whole VCS; overloads the metaphor).,Data & persistence,Storage engine internals,SEVEN normal forms to tame your tables,0
777,Buffer pool,"The engine's RAM cache of hot pages: reads hit memory instead of disk, and dirty pages are flushed back at checkpoints; hit ratio rules performance.",The librarian keeps the most-asked-for pamphlets heaped on her front desk; regulars never see the stacks. Pencil edits made on desk copies (dirty pages) are walked back to the shelves on periodic rounds (checkpoints).,"Postgres shared_buffers, InnoDB buffer pool / 99% hit ratio: most reads never touch disk / dirty pages flushed at checkpoint",Query result cache — that stores final answers to whole queries; the buffer pool caches raw pages that every query shares.,Bedside book pile (no write-back story in a bedside pile).,Data & persistence,Storage engine internals,SEVEN normal forms to tame your tables,0
778,Sequential vs random I/O,"Contiguous access vastly outruns scattered seeks — brutal on HDDs, still real on SSDs — so engines turn random writes into sequential logs and appends.",A record needle gliding along one groove pours out music (sequential); the DJ lifting and dropping the arm across tracks (random) buys a silent second per jump. The WAL and LSM exist to keep the needle in the groove.,"HDD: ~150 MB/s sequential vs ~100 IOPS random / SSD: gap narrows but sequential still wins / (prefetch, erase blocks, queue depth)",Throughput vs latency in general — this is specifically about access pattern: the same device is orders faster when access is ordered.,Supermarket aisle sweep vs scavenger hunt (shopping imagery already overused).,Data & persistence,Storage engine internals,SEVEN normal forms to tame your tables,0
779,fsync,"Forces the OS to flush its buffered writes for a file down to durable media before returning; without it, written data can vanish on power loss.","'It is written' means nothing until the wax seal: fsync presses the ring into hot wax and waits for it to harden. Skip it and your letter was merely spoken to the mail clerk (OS page cache), who may not survive the night.",f.write(data) # app buffer / f.flush() # to OS cache / os.fsync(f.fileno()) # to disk -- durable,flush() — flush moves data from app buffers into the OS cache; only fsync forces the OS cache onto durable media.,"Notarized signature (notaries certify content, not persistence).",Data & persistence,Storage engine internals,SEVEN normal forms to tame your tables,0
780,OLTP vs OLAP,OLTP: many tiny concurrent reads/writes touching single rows (row stores). OLAP: few huge scans aggregating millions of rows (column stores).,"Downstairs, checkout lanes beep thousands of tiny basket updates a minute (OLTP). Upstairs at midnight, one accountant reads EVERY receipt of the year to ask how bananas did (OLAP). Different rooms, different filing.","OLTP: UPDATE cart SET qty=2 WHERE id=9; / OLAP: SELECT region, SUM(rev) FROM sales_5y / GROUP BY region;","HTAP — hybrid engines try both in one system; the classic split is row store for OLTP, columnar warehouse for OLAP.",Heartbeat vs annual physical (medical mapping strains quickly).,Data & persistence,Analytics & data pipelines,SEVEN normal forms to tame your tables,0
781,ETL,"Extract from sources, transform (clean, conform, join) in a processing layer, then load the polished result into the warehouse.","Airport customs before entry: luggage is pulled off the plane (extract), opened, inspected and repacked in the customs hall (transform), and only cleared bags roll into the country — the warehouse (load). Nothing dirty crosses the border.","nightly: pull Postgres + CSVs (E) / Spark cleans, dedupes, conforms (T) / load dim/fact tables into warehouse (L)",ELT — the letters swap: ELT loads raw data first and transforms inside the warehouse with SQL.,Car wash before the garage (a wash tunnel is too passive to encode transform).,Data & persistence,Analytics & data pipelines,SEVEN normal forms to tame your tables,0
782,ELT,"Load raw data straight into the warehouse, then transform it there with SQL (dbt et al.); cheap storage and elastic compute made raw-first practical.","Moving day: the truck dumps every box straight into the garage (load raw). You unpack inside at leisure with the house's own tools (SQL transforms) — and next year you can re-unpack differently, because the original boxes are still there.","Fivetran/Airbyte copy raw tables to Snowflake / dbt models: staging -> marts, all in SQL / re-run anytime; the raw layer is untouched","ETL — ETL transforms before loading, so raw data never lands; ELT keeps raw data queryable and re-transformable.","'Eat now, digest later' pun (bodily humor fades fast under review).",Data & persistence,Analytics & data pipelines,SEVEN normal forms to tame your tables,0
783,Batch processing,"Process accumulated data in scheduled bounded chunks; high throughput and simple retries, at the cost of latency until the next run.","The hamper fills all week; Sunday's one big wash handles everything at once — cheap per sock, and a ruined load just gets washed again (rerun). But Tuesday's mustard stain sits there until Sunday (latency).",02:00 cron: spark-submit daily_job.py / processes yesterday's partition ds=2026-07-09 / failure? rerun the whole day idempotently,Stream processing — streams handle each event on arrival (seconds); batch waits for the scheduled window (hours).,Monthly payday (money metaphor better saved for exactly-once).,Data & persistence,Analytics & data pipelines,SEVEN normal forms to tame your tables,0
784,Stream processing,"Continuously process unbounded event flows as they arrive, using windows, state, and watermarks for late data; low latency, higher complexity.",A sushi conveyor: each plate is handled the instant it glides past — nothing piles up. The chef groups plates into five-minute windows and holds each window open a grace period for plates stuck behind a slow customer (watermark).,"Kafka -> Flink job scores each txn in <1s / window: 5 min tumbling, watermark 30s late / state lives inside the stream processor","Message queue — a queue only delivers events; stream processing computes over the flow with windows, joins, and state.",River fishing with hourly nets (nets are just batches in disguise).,Data & persistence,Analytics & data pipelines,SEVEN normal forms to tame your tables,0
785,Data warehouse,"Central analytics store of cleaned, modeled, schema-enforced tables (facts and dimensions), columnar underneath, built for fast SQL aggregation.","A museum, not a storage unit: every exhibit was cleaned, verified and labeled before display (schema-on-write); visitors (analysts) wander the curated halls asking anything. Nothing enters uncatalogued.",Snowflake / BigQuery / Redshift / analysts: SELECT ... FROM fact_sales JOIN dim_* / fed by ETL/ELT pipelines,"Data lake — the lake stores raw files of any shape; the warehouse stores curated, typed, query-ready tables.","Costco of clean data (bulk shopping implies raw goods, wrong direction).",Data & persistence,Analytics & data pipelines,SEVEN normal forms to tame your tables,0
786,Data lake,"Cheap object storage holding raw files in any format, schema applied on read; flexible and vast — ungoverned, it degrades into a data swamp.","A reservoir: raw water pours in from every stream untested — logs, CSVs, images. Anyone may dip a bucket, but each drinker filters at the shore (schema-on-read). Fire the park rangers (catalog, governance) and it silts into a swamp.",s3://lake/raw/events/2026/07/10/*.json.gz / Athena/Spark apply schema at query time / catalog (Glue/Unity) or nobody finds anything,"Lakehouse — adds table formats with ACID and schema (Iceberg, Delta) atop lake files, blending warehouse behavior into the lake.",Attic of unopened boxes (garage boxes already anchor ELT).,Data & persistence,Analytics & data pipelines,SEVEN normal forms to tame your tables,0
787,Columnar scan advantage,"Analytics reads touch only the queried columns, and same-typed neighboring values compress hard — often ~100x less I/O than row storage.","Ask a full stadium the average age: the column store passes down one thin ribbon listing only ages — similar numbers that zip together tightly. The row store instead hands you every fan's entire wallet, ticket stubs and all.","1B rows x 50 cols, query touches 1 col: / columnar reads ~2% of bytes, then compresses / row store drags all 50 columns per row",Wide-column store (Cassandra) — a row-oriented OLTP design despite the name; columnar is a physical layout for scan speed.,X-raying just the spine (the X-ray already anchors EXPLAIN).,Data & persistence,Analytics & data pipelines,SEVEN normal forms to tame your tables,0
788,Partitioning,Split a table or dataset into parts by a key (usually date) so queries prune to relevant partitions and old data can be dropped wholesale.,"An ice-cube tray for events: each day freezes into its own cube. Asking about Tuesday pops out one cube — nobody thaws the whole freezer (full scan). Retention is snapping off a stale cube, not chiseling the block.",CREATE TABLE events (...) PARTITION BY RANGE (ds); / WHERE ds='2026-07-09' -- scans 1 of 365 / DROP PARTITION for retention: instant,Sharding — sharding spreads data across machines for write scale; partitioning splits within one dataset for pruning and lifecycle.,Filing cabinet by month (cabinets are everywhere in this domain; cubes pop).,Data & persistence,Analytics & data pipelines,SEVEN normal forms to tame your tables,0
789,Idempotent pipeline runs,"Design jobs so reruns produce the same final state — overwrite the target partition, dedupe by key — making retries and backfills safe.","A rubber stamp, not a tally pen: stamping the same page five times leaves one clean mark. The intern with the tally pen re-counts on every rerun, and Monday's revenue doubles each time the job hiccups.","INSERT OVERWRITE TABLE sales PARTITION (ds='2026-07-09') / run twice -> same rows, no double counting / (vs INSERT INTO: each rerun duplicates)","Exactly-once delivery — a transport guarantee; idempotence makes at-least-once delivery safe by construction, the practical path.",Elevator button pressed repeatedly (hackneyed; the stamp shows state overwrite).,Data & persistence,Analytics & data pipelines,SEVEN normal forms to tame your tables,0
790,Constraints as last defense,"Database-enforced rules catch bad data from every path — app bugs, cron jobs, manual SQL; app validation is UX, the constraint is the guarantee.","App validators are polite greeters at the front door, easily bypassed via the side entrance (admin script, 2 a.m. psql). The constraint is the vault's steel door in the only corridor — every path funnels through it, and it never sleeps.","Rails validates :email, presence: true # skippable / update_all, raw SQL, other services bypass it / DB UNIQUE/NOT NULL/FK/CHECK cannot be bypassed","Application validation — friendlier errors, but only on paths that run it; a constraint binds every writer of the table.",Goalkeeper as last line (sports cliché; says nothing about multiple attack paths).,Data & persistence,"Integrity, constraints & migrations",SEVEN normal forms to tame your tables,0
791,NOT NULL constraint,"Declares that a column can never hold NULL, so every row must supply (or default) a value; the cheapest data-quality win there is.",A paper form with a mousetrap under one box: leave it blank and SNAP — the whole form (row) is rejected at the counter. No half-filled forms ever enter the archive.,email TEXT NOT NULL / INSERT INTO users(name) VALUES ('Ada'); / ERROR: null value violates not-null constraint,DEFAULT — a default fills in a missing value at insert; NOT NULL also rejects an explicit NULL.,Seatbelt chime that never stops (chimes nag; constraints refuse).,Data & persistence,"Integrity, constraints & migrations",SEVEN normal forms to tame your tables,0
792,UNIQUE constraint,"Guarantees no two rows share the same value(s) in the constrained column(s), enforced by a unique index; NULLs typically don't count as duplicates.",The marathon official at the start line scans bib numbers against a sorted roster (unique index): a second runner in bib 1042 is yanked off the course before the gun — no two racers ever share a number mid-race.,ALTER TABLE users ADD CONSTRAINT uq_email UNIQUE (email); / second signup with the same email: / ERROR: duplicate key value violates uq_email,Primary key — a PK is UNIQUE plus NOT NULL and one per table; UNIQUE constraints can be many and usually admit NULLs.,No two identical snowflakes (snowflake collides with the schema name).,Data & persistence,"Integrity, constraints & migrations",SEVEN normal forms to tame your tables,0
793,CHECK constraint,A declarative boolean expression evaluated on every insert or update; rows failing the check are rejected by the engine itself.,"The amusement-ride height stick bolted at the gate: 'you must be price >= 0 to ride'. The machine measures every row at the turnstile — no operator judgment, no exceptions, not even for staff (admin scripts).",ALTER TABLE products / ADD CONSTRAINT positive CHECK (price >= 0); / UPDATE products SET price=-5; -- check violation,Trigger — triggers run arbitrary code and can see other rows; CHECK is a simple per-row predicate the engine fully understands.,Bar bouncer with a rulebook (the bouncer already guards BCNF).,Data & persistence,"Integrity, constraints & migrations",SEVEN normal forms to tame your tables,0
794,Foreign key cascade actions,"ON DELETE rules decide the children's fate when a parent row dies: CASCADE deletes them too, SET NULL blanks the link, RESTRICT blocks the delete.",Demolition day at the parent building: CASCADE flattens every tenant apartment with it; SET NULL leaves tenants standing in the street with no address on file; RESTRICT — the crane refuses to swing while anyone still lives there.,user_id BIGINT REFERENCES users(id) / ON DELETE CASCADE / DELETE FROM users WHERE id=7; -- orders go too,Foreign key concept (702) — that is the reference itself; cascade actions are the enforced reaction when the referenced row disappears.,"Falling dominoes (dominoes encode only CASCADE, not SET NULL or RESTRICT).",Data & persistence,"Integrity, constraints & migrations",SEVEN normal forms to tame your tables,0
795,Schema migration,"Versioned, ordered scripts that change the database schema in lockstep with code; every environment replays the same numbered steps to the same state.",The database carries a passport: every schema change is a numbered stamp on the next page. A fresh database replays every stamp in order and arrives at today; a hand-edit without a stamp creates a state no one can reproduce.,"migrations/0042_add_total_to_orders.sql / tools: Flyway, Alembic, Rails, Liquibase / applied once, recorded in a schema_version table",Serialized-format schema evolution (767) — that keeps encoded records readable across versions; migration rewrites live tables with DDL.,Software changelog (changelogs describe; migrations execute).,Data & persistence,"Integrity, constraints & migrations",SEVEN normal forms to tame your tables,0
796,Expand-contract migration,"Zero-downtime schema change: add the new shape (expand), dual-write and backfill, switch reads, then drop the old (contract); each step suits both versions.","Replacing a bridge without closing the road: build the new span alongside (expand), let traffic use both while repainting the lanes (dual-write, backfill), and demolish the old span only when the last car is off it (contract).","1) ADD COLUMN full_name / 2) code writes both; backfill old rows / 3) switch reads; 4) DROP first_name, last_name",Blue-green deployment — swaps whole app environments; expand-contract evolves one shared database both versions must use.,Hermit crab changing shells (the crab is briefly homeless — exactly what we avoid).,Data & persistence,"Integrity, constraints & migrations",SEVEN normal forms to tame your tables,0
797,Backups and tested restores,"A backup only exists once a restore has been rehearsed: regularly restore to a scratch environment and verify, or you own Schrödinger's backup.","The extinguisher gleaming on the wall is your nightly dump; the fire drill is the restore. GitLab 2017: five backup mechanisms, zero restorable when production vanished. Until you rehearse, the backup is both alive and dead — Schrödinger's backup.",weekly job: restore latest dump to staging / run row counts + app smoke tests / alert if restore time exceeds RTO,Replication — replicas copy your DROP TABLE within milliseconds; only point-in-time backups let you return to before the mistake.,"Spare tire never checked (decent, but the drill adds the rehearsal ritual).",Data & persistence,"Integrity, constraints & migrations",SEVEN normal forms to tame your tables,0
798,Soft delete,"Mark rows deleted (a deleted_at flag) instead of removing them, preserving history and undo — at the price of filtering every query forever.","Instead of ripping the seat out, the theater drapes a 'reserved — do not sell' cloth over it. Auditors may lift the cloth (history intact), but every usher, forever, must remember to skip cloaked seats — one forgetful query sells a ghost a ticket.",UPDATE users SET deleted_at = now() WHERE id=7; / every query: WHERE deleted_at IS NULL / (or hide behind a view / default scope),"Archiving to a history table — moves rows out, keeping the live table clean; soft delete leaves flagged rows in every query's path.","Zombie rows in a graveyard (fun, but no mechanism forcing the filter).",Data & persistence,"Integrity, constraints & migrations",SEVEN normal forms to tame your tables,0
799,Audit trail,"An append-only record of who changed what, when, and from/to which values — for compliance, debugging, and trust; nobody edits it, not even admins.","A guestbook chained beside every exhibit: each touch writes a line in ink — who, what, when, old value, new value. The pen has no eraser, the chain has no key, and the curator's own meddling is logged like everyone else's.","audit_log(id, table_name, row_id, actor, / action, old_val, new_val, at) / INSERT-only; written by trigger or app layer","Write-ahead log — the WAL is physical, recycled after checkpoints, for crash recovery; the audit trail is logical, permanent, for humans.",Security camera footage (footage gets overwritten — audit trails must not).,Data & persistence,"Integrity, constraints & migrations",SEVEN normal forms to tame your tables,0
800,Layered network models,OSI (7-layer) and TCP/IP (4-layer) models stack protocols so each layer serves the one above and rides the one below.,"A wedding cake at port 80's party: each tier only touches its neighbors, and the baker swaps the frosting layer without rebuilding the cake.",HTTP rides TCP rides IP rides Ethernet; swap Wi-Fi for Ethernet and HTTP never notices,"OOP encapsulation — same word, but here it means each layer wrapping the payload in its own header.",A parfait glass of protocols,"Networking, web & distributed systems",Network fundamentals,8 = port 80; an infinity symbol of machines connected sideways,0
801,IP addresses & CIDR subnets,An IP address identifies a host; CIDR notation (/24) splits it into network prefix and host bits to define subnets.,A street named 192.168.1 with 254 houses; the /24 is a slash of paint marking exactly where the street name ends and house numbers begin.,10.0.0.0/8 = 16M hosts; 192.168.1.0/24 = 254 usable; 10.0.5.7 and 10.9.9.9 share the /8,MAC address — burned-in link-layer hardware ID that never routes beyond the local segment; IP is the routable logical address.,ZIP codes on envelopes,"Networking, web & distributed systems",Network fundamentals,8 = port 80; an infinity symbol of machines connected sideways,0
